イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
5,表,0,1,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,3,内角,インプレー,1,1,1,1,1,,-,単打,ライナー,右翼手,0,0,0,0,
5,表,0,0,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,0,1,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,チェンジアップ,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,1,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,2,1,2,○,-,-,藤川泰斗,福井工業大学,左,久保田大成,北陸大学,右,ストレート,,2,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,遊撃手,1,0,0,0,
5,裏,0,0,0,-,-,-,堀 紫央,北陸大学,右,山田 久敬,福井工業大学,左,ストレート,,5,真ん中,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,
5,裏,0,0,1,-,-,-,堀 紫央,北陸大学,右,辻本匡登,福井工業大学,右,ストレート,,14,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
5,裏,0,1,1,-,-,-,堀 紫央,北陸大学,右,辻本匡登,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,1,1,-,-,-,堀 紫央,北陸大学,右,辻本匡登,福井工業大学,右,ストレート,,6,外角,インプレー,1,1,1,1,1,,-,二塁打,フライ,中堅手,0,0,0,0,
5,裏,0,0,1,-,○,-,堀 紫央,北陸大学,右,濱口 凌輔,福井工業大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,0,1,-,○,-,堀 紫央,北陸大学,右,濱口 凌輔,福井工業大学,左,ストレート,,8,真ん中,インプレー,1,1,1,1,1,,-,三塁打,フライ,右翼手,0,1,1,1,
5,裏,0,0,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,フォーク,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,0,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,2,0,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,3,0,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,スライダー,,6,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,3,1,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,チェンジアップ,,8,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
5,裏,3,2,1,-,-,○,堀 紫央,北陸大学,右,伊藤 航太,福井工業大学,左,チェンジアップ,,14,真ん中,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
5,裏,0,0,2,-,-,○,堀 紫央,北陸大学,右,久保誓真,福井工業大学,右,スライダー,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,0,1,2,-,-,○,堀 紫央,北陸大学,右,久保誓真,福井工業大学,右,ストレート,,2,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
5,裏,0,2,2,-,-,○,堀 紫央,北陸大学,右,久保誓真,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,裏,1,2,2,-,-,○,堀 紫央,北陸大学,右,久保誓真,福井工業大学,右,スライダー,,8,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
6,表,0,0,0,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,ストレート,,4,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,0,1,0,-,-,-,藤川泰斗,福井工業大学,左,唐澤 旬,北陸大学,左,スライダー,,4,真ん中,インプレー,1,1,1,1,1,,-,単打,ライナー,中堅手,0,0,0,0,
6,表,0,0,0,○,-,-,藤川泰斗,福井工業大学,左,細川倖平,北陸大学,左,ストレート,,4,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,0,1,0,○,-,-,藤川泰斗,福井工業大学,左,細川倖平,北陸大学,右,スライダー,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,1,1,0,○,-,-,藤川泰斗,福井工業大学,左,細川倖平,北陸大学,右,スライダー,,1,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
6,表,1,2,0,○,-,-,藤川泰斗,福井工業大学,左,細川倖平,北陸大学,右,チェンジアップ,,8,真ん中,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
6,表,0,0,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,1,0,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,スライダー,,14,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,1,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,2,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,3,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,4,内角,インプレー,1,1,1,0,1,,-,アウト,フライ,二塁手,1,0,0,0,
6,表,0,0,2,○,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,4,内角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
6,表,0,1,2,○,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,4,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
6,表,0,2,2,○,-,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,ストレート,,11,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,1,2,2,-,○,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,スライダー,,7,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
6,表,1,2,2,-,○,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,チェンジアップ,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,表,2,2,2,-,○,-,藤川泰斗,福井工業大学,左,植松健太,北陸大学,左,スライダー,,7,内角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
6,裏,0,0,0,-,-,-,堀 紫央,北陸大学,右,池邉由伸,福井工業大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
6,裏,1,0,0,-,-,-,堀 紫央,北陸大学,右,池邉由伸,福井工業大学,左,ストレート,,2,真ん中,インプレー,1,1,1,1,1,,-,単打,ゴロ,右翼手,0,0,0,0,
6,裏,0,0,0,○,-,-,堀 紫央,北陸大学,右,高松 紳志,福井工業大学,左,ストレート,,5,真ん中,インプレー,1,1,1,1,1,,-,二塁打,ライナー,右翼手,0,0,0,0,
6,裏,0,0,0,-,○,○,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,5,真ん中,インプレー,1,1,1,1,1,,-,二塁打,フライ,左翼手,0,2,2,2,
