イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
4,表,2,0,1,-,-,-,藤川泰斗,福井工業大学,左,沢出絃徳,北陸大学,左,ストレート,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,3,0,1,-,-,-,藤川泰斗,福井工業大学,左,沢出絃徳,北陸大学,左,ストレート,,13,,ボール,1,1,0,0,0,四球,-,,,,0,0,0,0,
4,表,0,0,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,カーブ,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,1,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,12,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,2,1,1,○,-,-,藤川泰斗,福井工業大学,左,中村康太,北陸大学,右,ストレート,,7,内角,インプレー,1,1,1,1,1,,-,単打,フライ,左翼手,0,0,0,0,
4,表,0,0,1,○,○,-,藤川泰斗,福井工業大学,左,黒田佑月,北陸大学,左,チェンジアップ,,7,内角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
4,表,0,1,1,○,○,-,藤川泰斗,福井工業大学,左,黒田佑月,北陸大学,左,スライダー,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,0,2,1,○,○,-,藤川泰斗,福井工業大学,左,黒田佑月,北陸大学,左,ストレート,,7,内角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
4,表,0,0,2,○,○,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,スライダー,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,1,0,2,○,○,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,スライダー,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,2,0,2,○,○,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,13,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,3,0,2,○,○,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,表,3,1,2,○,○,-,藤川泰斗,福井工業大学,左,櫻井伯斗,北陸大学,右,ストレート,,5,内角,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,
4,裏,0,0,0,-,-,-,堀 紫央,北陸大学,右,高松 紳志,福井工業大学,左,ストレート,,6,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,0,1,0,-,-,-,堀 紫央,北陸大学,右,高松 紳志,福井工業大学,左,ストレート,,5,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,一塁手,1,0,0,0,
4,裏,0,0,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,スライダー,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,1,0,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,スライダー,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,0,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,2,1,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,3,1,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
4,裏,3,2,1,-,-,-,堀 紫央,北陸大学,右,細川叶人,福井工業大学,右,スライダー,,9,真ん中,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
4,裏,0,0,2,-,-,-,堀 紫央,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,3,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,
5,表,0,0,0,-,-,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,スライダー,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,0,1,0,-,-,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,1,0,-,-,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,ストレート,,4,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,2,0,-,-,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,チェンジアップ,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,2,2,0,-,-,-,藤川泰斗,福井工業大学,左,亀澤祐貴,北陸大学,右,チェンジアップ,,9,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
5,表,0,0,1,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,1,0,1,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,カーブ,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,2,0,1,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,4,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
5,表,2,1,1,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
5,表,2,2,1,-,-,-,藤川泰斗,福井工業大学,左,藤田海輝,北陸大学,右,ストレート,,4,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,遊撃手,1,0,0,0,
5,表,0,0,2,-,-,-,藤川泰斗,福井工業大学,左,加藤遥人,北陸大学,右,ストレート,,6,内角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
