イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
1,表,0,0,0,-,-,-,的場洸稀,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,表,1,0,0,-,-,-,的場洸稀,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,5,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
1,表,1,1,0,-,-,-,的場洸稀,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,7,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
1,表,1,2,0,-,-,-,的場洸稀,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,6,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
1,表,1,2,0,-,-,-,的場洸稀,北陸大学,右,伊藤 航太,福井工業大学,左,ストレート,,4,真ん中,インプレー,1,1,1,1,1,,-,単打,ゴロ,左翼手,0,0,0,0,
1,表,0,0,0,○,-,-,的場洸稀,北陸大学,右,久保誓真,福井工業大学,右,,,5,外角,インプレー,1,1,0,0,1,,-,犠打,ゴロ,捕手,1,0,0,0,
1,表,0,0,1,-,○,-,的場洸稀,北陸大学,右,池邉由伸,福井工業大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,表,1,0,1,-,○,-,的場洸稀,北陸大学,右,池邉由伸,福井工業大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,表,2,0,1,-,○,-,的場洸稀,北陸大学,右,池邉由伸,福井工業大学,左,スライダー,,13,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
1,表,3,0,1,-,-,○,的場洸稀,北陸大学,右,池邉由伸,福井工業大学,左,ストレート,,4,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
