Date,イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
2025/10/4,3,裏,0,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,新田恭也,金沢学院大学,左,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,1,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,新田恭也,金沢学院大学,左,スライダー,,5,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,3,裏,1,2,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,新田恭也,金沢学院大学,左,ストレート,,12,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,一塁手,1,0,0,0,V3
2025/10/4,3,裏,0,0,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,角尾頼尊,金沢学院大学,右,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,1,0,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,角尾頼尊,金沢学院大学,右,カーブ,,3,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,三塁手,1,0,0,0,E3
2025/10/4,3,裏,0,0,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,南 早羽己,金沢学院大学,左,チェンジアップ,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,3,裏,0,1,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,南 早羽己,金沢学院大学,左,スライダー,,14,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,遊撃手,1,0,0,0,H3
2025/10/4,4,表,0,0,0,-,-,-,大槇優斗,金沢学院大学,右,津澤泰成,金沢星稜大学,左,カーブ,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,0,0,-,-,-,大槇優斗,金沢学院大学,右,津澤泰成,金沢星稜大学,左,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,2,0,0,-,-,-,大槇優斗,金沢学院大学,右,津澤泰成,金沢星稜大学,左,ストレート,,4,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,中堅手,1,0,0,0,K5
2025/10/4,4,表,0,0,1,-,-,-,大槇優斗,金沢学院大学,右,山本翔士,金沢星稜大学,左,スライダー,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,0,1,-,-,-,大槇優斗,金沢学院大学,右,山本翔士,金沢星稜大学,左,ストレート,,2,,インプレー,1,1,1,0,1,,-,アウト,フライ,右翼手,1,0,0,0,T7
2025/10/4,4,表,0,0,2,-,-,-,大槇優斗,金沢学院大学,右,架谷 岳,金沢星稜大学,右,スライダー,,14,,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,0,2,-,-,-,大槇優斗,金沢学院大学,右,架谷 岳,金沢星稜大学,右,スライダー,,7,,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,1,1,2,-,-,-,大槇優斗,金沢学院大学,右,架谷 岳,金沢星稜大学,右,カットボール,,6,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,1,2,2,-,-,-,大槇優斗,金沢学院大学,右,架谷 岳,金沢星稜大学,右,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,2,2,2,-,-,-,大槇優斗,金沢学院大学,右,架谷 岳,金沢星稜大学,右,スライダー,,14,外角,インプレー,1,1,1,1,1,,-,単打,ライナー,中堅手,0,0,0,0,N4
2025/10/4,4,表,0,0,2,○,-,-,大槇優斗,金沢学院大学,右,苅安 陸,金沢星稜大学,右,ストレート,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,4,表,0,1,2,○,-,-,大槇優斗,金沢学院大学,右,苅安 陸,金沢星稜大学,右,チェンジアップ,,8,外角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,表,0,2,2,○,-,-,大槇優斗,金沢学院大学,右,苅安 陸,金沢星稜大学,右,スライダー,,12,外角,インプレー,1,1,1,1,1,,-,単打,ゴロ,右翼手,0,0,0,0,V3
2025/10/4,4,表,0,0,2,○,○,-,大槇優斗,金沢学院大学,右,清水翔音,金沢星稜大学,右,カットボール,,14,外角,インプレー,1,1,1,1,1,,-,単打,ライナー,中堅手,1,0,0,0,P5
2025/10/4,4,裏,0,0,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,岸田脩汰,金沢学院大学,右,ストレート,,11,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,4,裏,0,0,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,岸田脩汰,金沢学院大学,右,ストレート,,11,外角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
